tanggal_gabungan,product,kategori,batch,umur,region,kategori_kesibukan,kategori_pekerjaan,combined,motivation_cloud,channel_clean
2024-01-25,UI/UX,JCJC+,24.0,23.0,java_non_jabodetabek,Job seeker,Student,"Awalnya masuk ke informatika jadi UI/UX ini sebagai bentuk pengalihan anak informatika yang kurang bisa coding makanya karena bassic programming saya kurang sehingga saya lebih tertarik di UI/UX  dan saat ini mencoba memperdalami terus dan tertarik dengan bootcamp ini karena sudah nyari-nyari mulai dari lama Silabus, mentornya berpengalaman dan reviewnya bagus",masuk informatika ui ux bentuk alih anak informatika coding bassic programming tarik ui ux coba dalam tarik bootcamp nyari nyari silabus mentor alam reviewnya bagus,instagram
2024-01-25,Business Intelligence,CAJC,9.0,23.0,jabodetabek,Pekerja,Private Employee,"Tujuan mengambil business Intelegence ini karena untuk memperdalam skill di data analyst maksudnya untuk jurusan kuliah aktuaria jadi ingin menunjang pekerjaan terkait data analyst lalu yang kedua harapannya setelah mengikuti bootcamp di Dibimbing untuk mendapatkan job connector karena pengen melamar serta ingin meningkatkan portofolio-portofolio dari dibimbing yang untuk dipakai promosi branding diri. Reputasinya bagus, Alumni yang banyak keterima kerja di perusahaan besar dan mendaftar waktu promo",tuju ambil business intelegence dalam skill data analyst maksud jurus kuliah aktuaria tunjang kerja kait data analyst harap ikut bootcamp bimbing job connector ken lamar tingkat portofolio portofolio bimbing pakai promosi branding reputasi bagus alumni terima kerja usaha daftar promo,instagram
2024-01-25,Business Intelligence,CAJC,10.0,34.0,jabodetabek,Usaha,Private Employee,Upskill ilmu Affordable dan Schedule,upskill ilmu affordable schedule,instagram
2024-01-25,Product Management,JCJC+,9.0,25.0,jabodetabek,Pekerja,Private Employee, Testimoni dari temen yang membuat tertarik dan reviewnya,testimoni temen tarik reviewnya,referral
2024-01-26,Data Science,JCJC+,25.0,25.0,jabodetabek,Pekerja,Private Employee,"Tujuan daftar Data Science karena ada ketertarikan sendiri di data terutama pada awal kerja saat pendemi covid melihat perkembangan data pesat dan merasa menjadi peluang menarik terutama salarynya tinggi itu di data, dari hal tsb belajar data karena tertarik untuk mengembangkan skill, mengupgrade salary dan berharap untuk mendapat tawaran pekerjaan yang lebih baik terutama WFH mellaui bootcamp di Dibimbing Waktunya fleksibel, founder Dibimbing dari UI serta silabusnya kurikulumnya lengkap",tuju daftar data science tari data kerja demi covid kembang data pesat peluang tarik salarynya data tsb ajar data tarik kembang skill mengupgrade salary harap tawar kerja wfh mellaui bootcamp bimbing fleksibel founder bimbing ui silabus kurikulum lengkap,instagram
2024-01-26,Data Engineering,CAJC,4.0,29.0,jabodetabek,Pekerja,Private Employee,"Awalnya karena habis mengikuti bootcamp di Pacmann AI itu terkait data analyst memang sudah selesai tetapi masih banyak yang kurang mengerti dan karena memang sudah cukup lama jadi banyak yang ke skip gitu lalu diliat-liat setelah kerja di Gits semakin mengetahui scope Data Analyst itu gimana FE dan DE seperti apa lalu mulai tertarik ke DE sehingga berpikir pengen nyemplung kesana tapi ada bassic dan kemudian mengikuti bootcamp di Dibimbing ini Websitenya menarik dan paling masuk akal, Reviewnya bagus, mitranya banyak dan diakui Kominfo",habis ikut bootcamp pacmann ai kait data analyst selesai erti skip gitu liat liat kerja gits scope data analyst gimana fe de tarik de pikir ken nyemplung kesana bassic ikut bootcamp bimbing websitenya tarik masuk akal reviewnya bagus mitra aku kominfo,other
2024-01-26,Digital Marketing,JCJC+,24.0,26.0,outside_java,Pekerja,Private Employee,Karena melihat peluang kedepan dunia digital lagi booming dan untuk mencari kerja sangat menjanjikan dan memang tertarik dengan dunia digiital/teknologi serta untuk menunjang karier perusahaan yang sekarang Mendapat testimoni dari adik tingkat yang mengatakan jika worth it dan karena waktunya di wekeend,peluang depan dunia digital booming cari kerja janji tarik dunia digiital teknologi tunjang karier usaha testimoni adik tingkat worth it wekeend,referral
2024-01-26,Digital Marketing,JCJC+,24.0,26.0,outside_java,Pekerja,Private Employee,sebelumnya di tahun ini di perusahaan mengurus accounting pajak dll sesuai bidang kemudian karena kebutuhan jenjang karier dari pertengahan tahun lalu dibantu perusahaan untuk megang marketingnya dalam bidang property serta tertarik di digital marketing karena demand nya besar dan sebelumnya memang sudah menguasai digital marketing jadi ingin mengembangkannya melalui bootcamp ini Waktunya fleksibel dan berharap dibantu membuat portofolio,usaha urus accounting pajak dll sesuai bidang butuh jenjang karier tengah bantu usaha megang marketingnya bidang property tarik digital marketing demand nya kuasa digital marketing kembang bootcamp fleksibel harap bantu portofolio,instagram
2024-01-29,Data Science,JCJC+,25.0,27.0,outside_java,Pekerja,Academic / Education,Karena memang dari awal lebih ke data enthusias jadi memang sudah tertarik dan ingin mengembangkan karir dibidang data science dan sangat ingin merealisasikan terkait dengan karir tersebut serta ingin mempelajari terkait data science lebih dalam Job Connector,data enthusias tarik kembang karir bidang data science realisasi kait karir ajar kait data science job connector,instagram
2024-01-29,UI/UX,JCJC+,24.0,23.0,outside_java,Fresh Graduate,Job Seeker / Unemployed,"Lebih tertarik ke design itu sendiri daripada membangun sebah aplikasi dan ingin tahu hal baru serta tertarik dengan job connector Dibimbing Waktunya fleksible (weekend), mentornya. modulnya oke dan Job Connector",tarik design bangun bah aplikasi tarik job connector bimbing fleksible weekend mentor modul oke job connector,youtube
2024-01-29,Business Intelligence,CAJC,9.0,23.0,outside_java,Fresh Graduate,Job Seeker / Unemployed,Pernah magang diperusahaan kimia tapi jobdesknya ekspouse data dan menraik kesimpulan dari data jadi kebetulan pas ngerjain itu merasa tertarik dengan data dan sudah look in to data analyst dan kebetulan setelah lulus ini belajar investasi gitu jadi tertarik dengan dunia finance dan berharapnya untuk dapat job connector terkait finance Job Seeker,magang usaha kimia jobdesknya ekspouse data menraik simpul data pas ngerjain tarik data look in to data analyst lulus ajar investasi gitu tarik dunia finance harap job connector kait finance job seeker,referral
2024-01-29,Business Intelligence,CAJC,9.0,24.0,outside_java,Usaha,Entrepreneur / Self-Employed,Karena belajar dari kesalahan bisnis yaitu berbisnis berdasarkan data susah jadi ingin untuk kedepannya  ingin melihat atau mengembangkan bisnis berdasarkan data dan ingin memperbaiki data-data di bisnis serta tertarik di financial (harga saham) supaya bisa mengembangkan critical thingking untuk mengambil keputusan dan tentunya menambah pengalaman Mentornya sangat sabar mengajari dari 0,ajar salah bisnis bisnis dasar data susah depan kembang bisnis dasar data baik data data bisnis tarik financial harga saham kembang critical thingking ambil putus tambah alam mentor sabar ajar,referral
2024-01-29,UI/UX,JCJC+,24.0,29.0,jabodetabek,Pekerja,Private Employee,"Awalnya karena pengen switch career seperti pekerjaan yang WFH/Hybrid karena burnout kerja kantoran sebagai sales dan kepikiran UI/UX karena lebih suka ngasih solusi ke klien daripada jualan product Mendapat testimoni dari teman, harga affordable dan Job Connector",ken switch career kerja wfh hybrid burnout kerja kantor sales pikir ui ux suka ngasih solusi klien jual product testimoni teman harga affordable job connector,referral
2024-01-29,Digital Marketing,JCJC+,24.0,25.0,jabodetabek,Job seeker,Job Seeker / Unemployed,Awalnya orang tua punya usaha UMKM di bidang makanan lalu melihat untuk promosinya masih secara tradisional sehingga dari hal tsb memiliki keinginan untuk mengembangkan usaha dengan mengikuti bootcamp di Digital Marketing dan Ingin tahu ilmu digital marketing serta supaya bisa membuat usaha sendiri Mendapat testimoni dari temen jadi sudah percaya dan yakin dan tertarik dengan job connectornya,orang tua usaha umkm bidang makan promosi tradisional tsb milik kembang usaha ikut bootcamp digital marketing ilmu digital marketing usaha testimoni temen percaya tarik job connectornya,referral
2024-01-30,Data Science,JCJC+,25.0,27.0,jabodetabek,Pekerja,Private Employee,Karena Data Science lagi sedang trend di data Science dan Data Analyst dan ingin menambah skill terkait data Science Sisi partnership atau Cliennya banyak dan Job Connector,data science trend data science data analyst tambah skill kait data science sisi partnership cliennya job connector,instagram
2024-01-30,Product Management,JCJC+,9.0,25.0,outside_java,Pekerja,Private Employee," Silabus, CS nya ramah dan Job Connector",silabus cs nya ramah job connector,google
2024-01-30,AI Machine Learning,CAJC,3.0,26.0,outside_java,Pekerja,Private Employee,Karena memang suka AI sudah  sebelum kuliah dan itu menjadi alasan mengambil jurusan teknik informatika lalu saat kuliah juga mengambil skripsi kecerdasan buatan tetapi karena kurikulumnya terbatas hanya 1 atau 2 mata kuliah dirasa belum bisa memuaskan untuk belajar lalu setelah lulus mencoba cari kerja dibidang AI susah karena belum ada pengalaman dari ilmunya sebatas skripsi dibidang AI belum cukup jadi yang penting kerja dulu lalu cari pengembangan diri dibidang AI dan kepikirian setelah 1 tahun kerja ikut course di Rakaming lalu di Ruang Guru lalu di Dibimbing ini jadi motivasinya  lebih untuk pengembangan diri terkait Machine Learning Benefitnya dan Job Connector,suka ai kuliah alas ambil jurus teknik informatika kuliah ambil skripsi cerdas buat kurikulum batas mata kuliah rasa muas ajar lulus coba cari kerja bidang ai susah alam ilmu batas skripsi bidang ai kerja cari kembang bidang ai kepikirian kerja course rakaming ruang guru bimbing motivasi kembang kait machine learning benefitnya job connector,instagram
2024-01-30,UI/UX,JCJC+,24.0,18.0,outside_java,Pekerja,Freelancer / Part-Time,Karena liat website di Dibimbing benefitnya bagus dan tertarik dan ingin mengembangkan skill di UI/UX Design Benefitnya,liat website bimbing benefitnya bagus tarik kembang skill ui ux design benefitnya,instagram
2024-01-31,Data Science,JCJC+,25.0,24.0,jabodetabek,Pekerja,Private Employee,Saat kuliah jurusan linier terkait dengan data science karena statistika namun setelah lulus pengennya data analyst atau scientis masalahnya ketika melamar kerja saat interview user selalu ditanya apakah memiliki sertifikasi atau engga jadi tetap kalah dengan yang mengikuti bootcamp jadi dari hal tsb ingin mengikuti bootcamp memang sejak lulus dari kuliah serta ingin mengembangkan skill dan mengingat-ingat lagi terkait data science CS nya responsif dan reviewnya,kuliah jurus linier kait data science statistika lulus ken data analyst scientis lamar kerja interview user milik sertifikasi engga kalah ikut bootcamp tsb ikut bootcamp lulus kuliah kembang skill kait data science cs nya responsif reviewnya,tiktok
2024-01-31,Web Development (FE),JCJC+,17.0,23.0,jabodetabek,Pekerja,Student,"Karena arus globalisasi dan teknologi semakin canggih dan sudah memiliki bassic design graphic tetapi kalau design graphic bisa dipelajari sendiri seperti melalui canva, capcut dll jadi kalau web development ini susah kalau belajar sendiri jadi mengikuti bootcamp ini dan nanti inginnya ke beck end Reviewnya bagus, silabus",arus globalisasi teknologi canggih milik bassic design graphic design graphic ajar canva capcut dll web development susah ajar ikut bootcamp ingin beck end reviewnya bagus silabus,google
2024-01-31,Data Science,JCJC+,25.0,27.0,outside_java,Pekerja,Freelancer / Part-Time,Waktu awal ikut course 1 tahun yang lalu terkait data science banyak berseliweran gitu terus di kampus memang sudah tertarik dibidang data jadi merasa bahwa dunia digital ini akan terus berkembang sehingga ingin meningkatkan skill dan mempelajari Data lebih dalam CS nya responsif dan reviewnya baik,course kait data science seliwer gitu kampus tarik bidang data dunia digital kembang tingkat skill ajar data cs nya responsif reviewnya,instagram
2024-01-31,Digital Marketing,JCJC+,23.0,25.0,outside_java,Job seeker,Job Seeker / Unemployed,Karena di perkuliahan marketing belum masuk ke digital marketing dan merasa DM bakal berguna banget dan ingin masuk ke kelasnya dan kebetulan di dibimbing itu lagi kepasan bisa masuk cepet Waktu dan silabusnya komplit,kuliah marketing masuk digital marketing dm guna banget masuk kelas bimbing pas masuk cepet silabus komplit,referral
2024-02-01,Data Science,JCJC+,25.0,27.0,jabodetabek,Job seeker,Job Seeker / Unemployed,"Karena melihat untuk kebutuhan job terkait Data Science itu banyak dan sebenarnya waktu kerja di retail berpikir masih belum punya pegangan untuk kedepannya dan ilmunya masih belum bisa kepake kedepannya jadi lebih ingin switch karier ke Data Science  karena pekerjaannya lebih luas dan untuk segi waktu selama di retail kurang bagus untuk jam kerjanya dan weekend masuk jadi ingin kedepannya untuk mendapatkan pekerjaan yang analisa dan waktu kerjanya sehat Reviewnya bagus, segi waktu Dibimbing paling cepet dan Harga Affordable",butuh job kait data science kerja retail pikir pegang depan ilmu kepake depan switch karier data science kerja luas segi retail bagus jam kerja weekend masuk depan kerja analisa kerja sehat reviewnya bagus segi bimbing cepet harga affordable,instagram
